pos_name,brand_line,proof,category,region,sub_region,whiskey_type_id,all_upcs
Armorik Breton Double Maturation Single Malt Whisky,Armorik,92.0,World,France,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,640580002355
Armorik Breton Sherry Finish French Single Malt Whisky ,Armorik,92.0,World,France,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,640580004014
Lusty Claw Selected Kentucky Straight Bourbon Whiskey,Lusty Claw,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,640746749087
Pinckney Bend Distillery Apple Ambush Whiskey,Pinckney Bend Distillery,70.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,641606756801
Starlight Honey Reserve Bourbon Whiskey Finished in Honey Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390014259
Starlight Distillery Carl T. Huber’s Bourbon Whiskey Finished in Spanish Brandy Barrels,Starlight Distillery,111.2,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390021233
Starlight Distillery Carl T. Huber’s Toasted Series Double Oaked Bourbon Whiskey,Starlight Distillery,110.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390025231
Starlight Distillery Carl T. Huber’s Cigar Batch Bourbon Whiskey Finished in Brazilian Amburana Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390057232
Starlight Peach Whiskey,Starlight Distillery,84.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,643390064247
Starlight Distillery Huber's Single Barrel Rickhouse Select Indiana Straight Bourbon Whiskey,Starlight Distillery,119.5,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390066227
Starlight Distillery Carl T. Huber’s Limited Release Double Oaked Bourbon Whiskey,Starlight Distillery,104.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390067224|643390068221|643390195224
Starlight Distillery Carl T. Huber’s Bourbon Whiskey Finished in Peach Brandy Barrels,Starlight Distillery,92.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390071221
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished In Sherry Barrels,Starlight Distillery,111.4,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390074222
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished In Maple Syrup Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390076226
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Honey Barrels,Starlight Distillery,103.8,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390078220|643390210224
Starlight Distillery Carl T. Huber's Cigar Batch Bourbon Whiskey Finished in Brazilian Amburana Barrels,Starlight Distillery,111.2,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390080223
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in VDN Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390081220|643390173222
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Napa Cabernet Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390082241
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Tokaji Barrels,Starlight Distillery,113.3,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390083224
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Calvados Barrels,Starlight Distillery,104.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390084221
Starlight Distillery Single Barrel Huber's Indiana Straight Wheat Whiskey,Starlight Distillery,119.8,American,Other,Other,ae30dffe-975c-44de-a5a3-bd073d1c36bb,643390086225
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Rum Barrels,Starlight Distillery,116.4,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390087222
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished In Triple Sec Barrels,Starlight Distillery,108.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390093223
Starlight Distillery Huber's Old Rickhouse Double Oaked Rye Whiskey,Starlight Distillery,106.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390096224
Starlight Distillery Single Barrel Huber's Old Rickhouse Rye Whiskey Finished in Honey Barrels,Starlight Distillery,106.6,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390099225
Starlight Distillery Carl T. Huber's Single Barrel Old Rickhouse Rye Whiskey Finished In Cognac Barrels,Starlight Distillery,111.8,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390103229
Starlight Distillery Single Barrel Huber's Rickhouse Select Indiana Straight Light Whiskey,Starlight Distillery,120.1,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,643390104233
Starlight Distillery Toasted Barrel Indiana Straight Bourbon Whiskey Limited Edition,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390105230
Starlight Distillery Carl T. Huber's Cigar Batch Rye Whiskey Finished in Brazilian Amburana Barrels,Starlight Distillery,113.2,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390108224
Starlight Distillery Carl T. Huber's Small Batch Bourbon Whiskey Finished in VDN Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390125221
Starlight Distillery Old Rickhouse Huber's Double Oaked Rye Whiskey Finsihed in a Second Oak Barrel,Starlight Distillery,106.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390135220
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Blueberry Port Barrels,Starlight Distillery,108.3,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390159226
Starlight Distillery Single Barrel Huber's Old Rickhouse Rye Whiskey Finsihed in Triple Sec Barrels,Starlight Distillery,106.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390163223
Starlight Distillery Carl T. Huber's Bottled-In-Bond Indiana Straight Bourbon Whiskey,Starlight Distillery,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390166224
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Cherry Liqueur Barrels,Starlight Distillery,106.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390186222
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Madeira Wine Barrels,Starlight Distillery,109.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390188226
Starlight Distillery Carl T. Huber’s Double Oaked Bourbon Whiskey Finished in a Second Oak Barrel Hungarian Oak Limited Release,Starlight Distillery,115.5,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390209228
Starlight Distillery Carl T. Huber's Single Barrel Rye Whiskey Finished in Honey Barrels,Starlight Distillery,110.6,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,643390212228
Starlight Distillery Huber's Single Barrel Rickhouse Select Indiana Straight Wheat Whiskey,Starlight Distillery,119.5,American,Other,Other,ae30dffe-975c-44de-a5a3-bd073d1c36bb,643390279214
Starlight Distillery Carl T. Huber's Signature Indiana Straight Bourbon Whiskey,Starlight Distillery,92.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390288155
Starlight Distillery Blackberry Indiana Blackberry Whiskey,Starlight Distillery,84.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,643390310160
Starlight Distillery Carl T. Huber's Single Barrel Bourbon Whiskey Finished in Port Barrels,Starlight Distillery,98.6,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390736212|643390858211
Starlight Distillery Carl T. Huber's Bourbon Whiskey Finished in Sherry Barrels,Starlight Distillery,111.4,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,643390890211
Stone Fort Rye Whiskey Single Barrel,Stone Fort,80.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,644216122042
Kaiyo Whisky The Kuri Chestnut Wood Finish Japanese Whisky,Kaiyo Whisky,92.0,Japanese,Japan,Other,de5a94e4-b203-486e-bec7-5c092d50b039,644216143306|787790580089
Jarrod's Malt Whiskey,Jarrod's,120.0,American,Other,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,644216261475
Found North Cask Strength Rye Whisky Batch 003 17 Year,Found North,110.2,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,644216442232
Lucky Seven The Proprietor Kentucky Straight Bourbon Whiskey 14 Year,Lucky Seven,119.7,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216575428
Lucky Seven The Frenchman Kentucky Straight Bourbon Whiskey,Lucky Seven,113.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216575626
Lucky Seven The Workhorse Kentucky Straight Bourbon Whiskey,Lucky Seven,95.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216575725
Lucky Seven The New Yorker Kentucky Straight Bourbon Whiskey Amburana Cask Finish,Lucky Seven,117.2,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216575923
Lucky Seven The Holiday Toast Double Oak Kentucky Straight Bourbon Whiskey,Lucky Seven,115.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216577620
Lucky Seven The Jokester Kentucky Straight Bourbon Whiskey 6 Year,Lucky Seven,95.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216579921
Lucky Seven The Hold Up Kentucky Straight Bourbon Whiskey 12 Year,Lucky Seven,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216580026
Found North Cask Strength Whisky Batch 005 8 Year,Found North,116.2,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,644216695133|691835104294
Found North Cask Strength Whisky Batch 006 17 Year,Found North,128.2,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,644216695232
Found North Cask Strength Rye Whisky Single Barrel,Found North,114.2,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,644216695331|644216695430
Riverset Straight Rye Whiskey,Riverset,93.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,644216870301
Luca Mariano Old Americana Small Batch Kentucky Straight Bourbon Whiskey,Luca Mariano,83.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216994403
Luca Mariano Small Batch Kentucky Straight Rye Whiskey 4 Year,Luca Mariano,83.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,644216994502
Luca Mariano Single Barrel Kentucky Straight Bourbon Whiskey,Luca Mariano,103.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216994601|850029560036
Luca Mariano Singnature Kentucky Straight Bourbon Whiskey,Luca Mariano,107.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216994700
Luca Mariano Single Barrel Kentucky Straight Rye Whiskey,Luca Mariano,103.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,644216994809|850029560043
Luciano Mariano Select Small Batch Barrel Strength Kentucky Straight Bourbon Whiskey,Luca Mariano,113.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644216994908
Luciano Mariano Select Small Batch Barrel Strength Kentucky Straight Rye Whiskey,Luca Mariano,113.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,644216995004
Loyal & True Reserve Straight Bourbon Whiskey,Loyal & True,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,644637455354
Willie's Distillery Stockman's Rye Whiskey,Willie's Distillery,82.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,645781567894
Willie's Distillery Catlte Dog Blended Canadian Whisky,Willie's Distillery,80.0,Canadian,Canada,Other,5a1db11f-dd3a-49ec-8c6e-485ba71f8dd1,645781761582
Dumbass Peach Whiskey,Dumbass,66.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,645871303203|645871303210
WhiskeyDick Cherry Whiskey,WhiskeyDick,66.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,645871303227|645871303234
Bee-Otch Honey Whiskey,Bee-Otch,66.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,645871303371
Butterface ButterScotch Whisky,Butterface,66.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,645871303432
Redneck Small Batch Bourbon Whiskey,Redneck,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,645871303449|645871303494
Fire-Crotch Cinnamon Whiskey,Fire-Crotch,66.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,645871303517
Redneck Small Batch Rye Whiskey,Redneck,80.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,645871303548
Mr. Peabody Small Batch Bourbon Whiskey,Mr. Peabody,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,645871303609|645871303647
Mr. Peabody Small Batch Rye Whiskey,Mr. Peabody,90.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,645871303685
Alley 6 Rye Whiskey Small Batch,Alley 6,86.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,645871922404
Cooperstown Distillery Spitball Cinnamon Whiskey,Cooperstown Distillery,70.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,646437714716
Cooperstown Distillery Small Batch Cooperstown Select American Blended Whiskey,Cooperstown Distillery,90.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,646437714723
Cooperstown Distillery Select Four Grain Mash Straight Bourbon Whiskey,Cooperstown Distillery,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,646437714730
American Metal Whiskey,American Metal,90.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,647351589909
Silver Star 1849 Straight Bourbon Whiskey,Silver Star 1849,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,648260704889
Morrigan Triple Distilled Irish Whiskey,Morrigan,80.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,648620605481|5390683100476
Yamato Small Batch Japanese Whiskey Mizunara Oak Cask,Yamato,80.0,Japanese,Japan,Other,de5a94e4-b203-486e-bec7-5c092d50b039,650270411992
Have a Shot of Freedom Whiskey Co. Small Batch Straight Bourbon Whiskey,Have a Shot of Freedom Whiskey Co.,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,651989657985
Black Dirt Single Barrel Bourbon Whiskey,Black Dirt,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,653792002433|653792002457
Mad River Distillers Bourbon Whiskey,Mad River Distillers,92.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,654367898512
Mad River Distillers Revolution Rye Rye Whiskey,Mad River Distillers,96.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,654367898536
Two Brothers Artisan Spirits Small Batch Bourbon Whiskey,Two Brothers Artisan Spirits,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,654580500124
Good Times Barrel Strength Single Barrel Straight Rye Whiskey,Good Times,111.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,655360903067
Mountaineer Blend of Straight Bourbon Whiskies ,Mountaineer,97.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655365724506
Red Line Whiskey Co. Elements Straight Bourbon Whiskey Finished Amburana Oak Barrels,Red Line Whiskey Co.,101.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655368537783
Jefferson's Reserve Very Old Kentucky Straight Bourbon Whisky Very Small Batch,Jefferson's Reserve,90.2,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655709000013
Sam Houston Small Batch Kentucky Straight Bourbon Whiskey 10 Year,Sam Houston,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655709000020
Jefferson's Presidential Select Kentucky Straight Bourbon Whiskey 18 Year,Jefferson's Presidential Select,94.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655709000082
Jefferson's Straight Rye Whiskey 10 Year,Jefferson's,94.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,655709000112|814794010202
Jefferson's Very Small Batch Blend of Straight Bourbon Whiskies,Jefferson's,82.3,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,655709000303|814794011803
Flight 1923 Straight Bourbon Whiskey,Flight 1923,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,656382865623
Stonehouse Distillery Sweet Corn Whiskey,Stonehouse Distillery,90.0,American,Other,Other,e707f850-35eb-4d7c-8acf-1abe78d1a559,656729999769
Sugarwood 1790 Single Barrel  Fine Kentucky Bourbon Straight Bourbon Whiskey 9 Year,Sugarwood 1790,96.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,659657122742
John Lee Hooker Legacy Spirits 1948 Boogie Chillen Bourbon,John Lee Hooker Legacy Spirits,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,659962022591
Backbone Big Bash American Whiskey,Backbone,110.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,661537005014
Old Bones Straight Rye Whiskey 10 Year Reserve,Old Bones,110.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,661537016324
McByirden Speyside Single Malt Scotch Whisky,McByirden,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,661540003632
McByirden Speyside Single Malt Scotch Whisky 10 Year,McByirden,80.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,661540003649
Cajun's Cut Louisiana Straight Bourbon Whiskey,Cajun's Cut,94.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,663546996796
Clontarf 1014 Classic Blend Irish Whiskey,Clontarf,80.0,Irish,Ireland,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,663881000370|840202288031
Clontarf Reserve Irish Whiskey,Clontarf,80.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,663881000523
Clontarf Single Malt Irish Whiskey,Clontarf,80.0,Irish,Ireland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,663881000547
Clontarf 1014 Irish Whiskey,Clontarf,80.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,663881001148|5391338000219
The Mattie Gladden Straight Bourbon Whiskey Double Pot Distilled Bottled In Bond,The Mattie Gladden,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,664944000016
The Mattie Gladden Iconoclast Straight Bourbon Whiskey Bottled In Bond,The Mattie Gladden,105.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,664944000023
Spirits of French Lick Lee W. Sinclair Four Grain Indiana Straight Bourbon Whiskey,Spirits of French Lick,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,664944000030
Spirits of French Lick Lee W. Sinclair Four Grain Indiana Straight Bourbon Whiskey 4 Year,Spirits of French Lick,107.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,664944000085
Yamato Whisky Special Edition Cask Strength,Yamato,86.0,Japanese,Japan,Other,de5a94e4-b203-486e-bec7-5c092d50b039,665752643181
Proof Glen Fargo American Malt Whiskey Double Barrel,Proof Glen Fargo,92.0,American,Other,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,665760878667
Proof Crooked Furrow Straight Bourbon Whiskey,Proof Crooked Furrow,92.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,665760878872
Harvest Blend by Crooked Furrow Blended Bourbon Whiskey,Proof Harvest Blend by Crooked Furrow,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,665760878940
Whipper Snapper Oregon Spirit Whiskey,Whipper Snapper,84.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,665991040406
Henry Duyore's Straight Bourbon Whiskey,Henry Duyore's,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,665991040703
Ransom The Emerald 1865 American Whiskey,Ransom,87.6,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,665991040901
Ransom Rye Barley Wheat Whiskey,Ransom,93.4,American,Other,Other,ae30dffe-975c-44de-a5a3-bd073d1c36bb,665991051006
Ransom Bourbon Whiskey,Ransom,88.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,665991051105
Yamato Japanese Whisky Small Batch,Yamato,80.0,Japanese,Japan,Other,de5a94e4-b203-486e-bec7-5c092d50b039,666628957180
Mickey Finn The Original Blended Irish Whiskey Irish Apple,Mickey Finn,70.0,Irish,Ireland,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,666900616125
Desert Lightning Corn Whiskey,Desert Lightning,100.0,American,Other,Other,e707f850-35eb-4d7c-8acf-1abe78d1a559,667359810003
Mythology Hell Bear Cask Strength Blend of Striaght Rye and Bourbon American Whiskey,Mythology ,118.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,667486960756
FEW American Whiskey,FEW,93.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,669346487625
FEW Cold Cut Bourbon Whiskey,FEW,93.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,669346487809
FEW Alice in Chains All Secrets Known Bourbon Whiskey Finished in Tequila Barrels,FEW,101.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,669346487816
Doc Holliday Straight Bourbon Whiskey 7 Year,Doc Holliday,117.4,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,670087620714
Doc Holliday Straight Bourbon Whiskey 10 Year,Doc Holliday,121.5,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,670087620745
Early Release Straight Rye Whiskey,Early Release,90.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,670541340288
Nor’Easter Bourbon Whiskey,Nor’Easter,88.8,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,670822697506
Grey Coast Irish Whiskey,Grey Coast,80.0,Irish,Ireland,Other,f4d002b1-9fed-4e61-95af-9d0e4be2eb50,671858005266
Ballast Point Devil's Share California Small Batch Single Malt Whiskey,Ballast Point Devil's Share,92.0,American,Other,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,672438500126|672438500188
Ballast Point Devil's Share California Small Batch Bourbon Whiskey,Ballast Point Devil's Share,92.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672438500140
Middle West Spirits Lucky Find Wheat Whiskey,Middle West Spirits,92.0,American,Other,Other,ae30dffe-975c-44de-a5a3-bd073d1c36bb,672975279004
Middle West Spirits Double Cask Collection Napolean Calvados Cask-Finished Whiskey Cask Strength 5 Year,Middle West Spirits,123.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,672975279035
Middle West Spirits Double Cask Collection Ported Pumpernickel Rye Whiskey,Middle West Spirits,99.5,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,672975279097|672975279127
Middle West Spirits Straight Wheat Whiskey Cask Strength,Middle West Spirits,125.5,American,Other,Other,ae30dffe-975c-44de-a5a3-bd073d1c36bb,672975279110
Middle West Spirits Soul of Scarlet Wild at Heart Bourbon Whiskey,Middle West Spirits,95.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672975279141
Watershed Distillery Barrel Strength Bourbon,Watershed Distillery,115.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672975377052
Watershed Distillery Straight Bourbon Whiskey 4 Year,Watershed Distillery,90.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672975400958|672975401160
Watershed Distillery Bottled In Bond Straight Bourbon Whiskey 4 Year,Watershed Distillery,100.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672975400972
Watershed Distillery Straight Bourbon Whiskey Uncut Unfiltered 5 Year,Watershed Distillery,126.8,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,672975401146
Black Swamp Cinnamon Spiced Whisky,Black Swamp,80.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,673573000496
Black Swamp American Blended Whiskey,Black Swamp,80.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,673573000960
Davenport's American Blended Whiskey,Davenport's,80.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,673573000977|673573001264
Davenport's Wildfire Cinnamon Whiskey,Davenport's,80.0,American,Other,Other,12ca2047-c61c-49fb-afcc-291238c6bf9e,673573001257|673573001301
Davenport's Straight Bourbon Whiskey Limited Release,Davenport's,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,673573001363
Well Whiskey,Well,80.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,673573001547
Davenport's Barrel Proof Straight Bourbon Whiskey,Davenport's,116.5,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,673573001714
Henderson Small Batch American Whiskey,Henderson,80.0,American,Other,Other,0cac00fc-a7ab-4c0a-894a-c40bdd25fdc7,674806040081|674806040098
Lonehand Whiskey Tennessee Sour Mash Bourbon,Lonehand,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,674806041071|674806041088|674806041095
Capmaker Co. Bourbon Whiskey,Capmaker Co.,86.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,674806041385
Capmaker Co. Rye Whiskey,Capmaker Co.,86.0,American,Other,Other,d20cf63e-5736-4572-9c23-6f899b216a57,674806041415
Trader Joe's Tennessee Sour Mash Bourbon Whiskey,Trader Joe’s,80.0,American,Other,Other,85050bc9-99b4-469a-84a2-dc3abf7ed1d0,674806041668
Royal Salute Blended Scotch Whisky The Harris Reed Limited Edition 21 Year,Chivas Regal,80.0,Scotch,Scotland,Other,999f58bb-d56f-4f44-9d27-c184ab6b4eb5,674868000023
Scapa Orkney Single Malt Scotch Whisky 21 Year,Scapa,96.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,674868000047
The Glenlivet Single Malt Scotch Whisky 55 Year,The Glenlivet,84.4,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,674868000085
The Glenlivet Single Malt Scotch Whisky 40 Year,The Glenlivet,94.0,Scotch,Scotland,Other,9349cb96-a41d-42f2-b98e-e2d11aa346a8,674868000122
